gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
HBEGF	Q99075	False	HBEGF_HUMAN		CPI-SS03098AC28	0.202	0.371	0.334	0.241	0.226	0.128	0.25	0.26	0.22
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03C51D352	0.042	0.123	0.039	0.02	0.018	0.056	0.104	0.027	0.076
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS03133B4F2	0.042	0.123	0.039	0.02	0.018	0.056	0.104	0.027	0.076
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0F00D756A	0.042	0.123	0.039	0.02	0.018	0.056	0.104	0.027	0.076
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS0E2863F09	0.042	0.123	0.039	0.02	0.018	0.056	0.104	0.027	0.076
TNFSF13B	Q9Y275	False	TN13B_HUMAN		CPI-SS09648FAA9	0.042	0.123	0.039	0.02	0.018	0.056	0.104	0.027	0.076
APP	P05067	False	A4_HUMAN		CPI-SS09808DEAE	48.645	47.037	61.108	47.681	38.161	28.436	37.238	35.853	53.305
APP	P05067	False	A4_HUMAN		CPI-SS0A0718AC5	48.645	47.037	61.108	47.681	38.161	28.436	37.238	35.853	53.305
SPN	P16150	False	LEUK_HUMAN		CPI-SS09C4FCB90	0.003	0.0	0.003	0.003	0.025	0.004	0.0	0.0	0.042
ITGAL	P20701	False	ITAL_HUMAN		CPI-SS0E9A581F8	0.039	0.003	0.02	0.007	0.029	0.008	0.012	0.013	0.025
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0A4F27388	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS072F1842C	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS0049FD74F	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0
FASLG	P48023	False	TNFL6_HUMAN		CPI-SS03A0C857B	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.007	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS004A073E1	0.019	0.015	0.2	0.044	0.312	0.015	0.018	0.04	0.085
NTF3	P20783	False	NTF3_HUMAN		CPI-SS0ADA587B4	0.019	0.015	0.2	0.044	0.312	0.015	0.018	0.04	0.085
GPI	P06744	False	G6PI_HUMAN		CPI-SS0B1AB068C	13.346	12.779	18.774	9.458	11.0	6.071	13.982	10.927	16.034
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS0391D4602	0.814	0.724	1.167	0.688	0.771	0.549	0.878	0.647	1.076
NAMPT	P43490	False	NAMPT_HUMAN		CPI-SS00A6D366F	0.814	0.724	1.167	0.688	0.771	0.549	0.878	0.647	1.076
AIMP1	Q12904	False	AIMP1_HUMAN		CPI-SS05D1A6BEF	0.377	0.31	0.541	0.319	0.301	0.195	0.421	0.307	0.508
SIGLEC15	Q6ZMC9	False	SIG15_HUMAN		CPI-SS00FC42B03	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NRG4	Q8WWG1	False	NRG4_HUMAN		CPI-SS074CF011C	0.008	0.018	0.033	0.007	0.025	0.008	0.043	0.013	0.034
APOA1	P02647	False	APOA1_HUMAN		CPI-CS037E41952	0.003	0.0	0.003	0.003	0.018	0.0	0.03	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS073A20D23	0.003	0.0	0.003	0.003	0.018	0.0	0.03	0.0	0.0
RORA	P35398	False	RORA_HUMAN		CPI-CS06A0713BD	2.471	14.589	2.466	2.861	1.882	1.425	1.994	1.12	1.576
RORA	P35398	False	RORA_HUMAN		CPI-CS0D81115C8	2.471	14.589	2.466	2.861	1.882	1.425	1.994	1.12	1.576
RORA	P35398	False	RORA_HUMAN		CPI-CS06C6527F4	2.471	14.589	2.466	2.861	1.882	1.425	1.994	1.12	1.576
RORA	P35398	False	RORA_HUMAN		CPI-CS0406B0B69	2.471	14.589	2.466	2.861	1.882	1.425	1.994	1.12	1.576
RORC	P51449	False	RORG_HUMAN		CPI-CS0CDFC0C7D	0.014	0.021	0.003	0.01	0.022	0.038	0.03	0.033	0.008
RORC	P51449	False	RORG_HUMAN		CPI-CS03D61E885	0.014	0.021	0.003	0.01	0.022	0.038	0.03	0.033	0.008
RORC	P51449	False	RORG_HUMAN		CPI-CS0BEF10547	0.014	0.021	0.003	0.01	0.022	0.038	0.03	0.033	0.008
RORC	P51449	False	RORG_HUMAN		CPI-CS0F51152EA	0.014	0.021	0.003	0.01	0.022	0.038	0.03	0.033	0.008
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0006C277B	0.125	0.058	0.059	0.292	0.057	0.026	0.03	0.033	0.017
PPARG	P37231	False	PPARG_HUMAN		CPI-CS0412B081A	0.125	0.058	0.059	0.292	0.057	0.026	0.03	0.033	0.017
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS04A65DD62	0.465	1.12	0.452	0.444	0.33	0.308	0.39	0.293	0.381
PPARD	Q03181	False	PPARD_HUMAN		CPI-CS0D89E7C19	0.465	1.12	0.452	0.444	0.33	0.308	0.39	0.293	0.381
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0FF565F1C	0.083	0.086	0.089	0.054	0.097	0.068	0.098	0.093	0.085
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS099F73A95	0.083	0.086	0.089	0.054	0.097	0.068	0.098	0.093	0.085
PPARA	Q07869	False	PPARA_HUMAN		CPI-CS0259A0EB4	0.083	0.086	0.089	0.054	0.097	0.068	0.098	0.093	0.085
NR1I2	O75469	False	NR1I2_HUMAN		CPI-CS05760BB78	0.0	0.003	0.0	0.0	0.0	0.004	0.006	0.0	0.0
NR1I2	O75469	False	NR1I2_HUMAN		CPI-CS0669F64A4	0.0	0.003	0.0	0.0	0.0	0.004	0.006	0.0	0.0
NR1I2	O75469	False	NR1I2_HUMAN		CPI-CS0EF401B5F	0.0	0.003	0.0	0.0	0.0	0.004	0.006	0.0	0.0
ESR1	P03372	False	ESR1_HUMAN		CPI-CS09B8977D7	0.03	0.043	0.187	0.037	0.065	0.041	0.25	0.073	0.551
ESR1	P03372	False	ESR1_HUMAN		CPI-CS029C8858F	0.03	0.043	0.187	0.037	0.065	0.041	0.25	0.073	0.551
ESR1	P03372	False	ESR1_HUMAN		CPI-CS0168A25C9	0.03	0.043	0.187	0.037	0.065	0.041	0.25	0.073	0.551
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0A1C1F5A7	0.03	0.043	0.187	0.037	0.065	0.041	0.25	0.073	0.551
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0B87D36A1	0.003	0.015	0.059	0.007	0.022	0.008	0.012	0.007	0.22
ESR2	Q92731	False	ESR2_HUMAN		CPI-CS0A04F7238	0.003	0.015	0.059	0.007	0.022	0.008	0.012	0.007	0.22
ESR2	Q92731	False	ESR2_HUMAN		CPI-SS08123AFFE	0.003	0.015	0.059	0.007	0.022	0.008	0.012	0.007	0.22
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0DAC88EFA	0.061	0.101	0.138	0.061	0.108	0.041	0.104	0.04	0.11
GPER1	Q99527	False	GPER1_HUMAN		CPI-CS0B08AEA2D	0.061	0.101	0.138	0.061	0.108	0.041	0.104	0.04	0.11
NPR1	P16066	False	ANPRA_HUMAN		CPI-SS032AD1183	0.014	0.107	0.036	0.024	0.072	0.038	0.238	0.027	0.051
RORB	Q92753	False	RORB_HUMAN		CPI-SS039AB02F2	0.958	2.359	0.885	2.532	0.703	0.5	0.561	0.507	0.475
OXTR	P30559	False	OXYR_HUMAN		CPI-SS04B547174	0.078	0.052	0.39	0.102	0.057	0.075	0.152	0.147	0.449
OXTR	P30559	False	OXYR_HUMAN		CPI-SS0C916344D	0.078	0.052	0.39	0.102	0.057	0.075	0.152	0.147	0.449
NR1H2	P55055	False	NR1H2_HUMAN		CPI-CS086D3E39F	1.945	1.678	1.79	1.858	1.613	1.274	1.72	1.28	1.907
NR1H3	Q13133	False	NR1H3_HUMAN		CPI-CS0DC57DE37	0.1	0.113	0.079	0.061	0.125	0.068	0.098	0.1	0.085
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS09918B680	0.028	0.037	0.072	0.037	0.047	0.026	0.012	0.053	0.042
ADRB2	P07550	False	ADRB2_HUMAN		CPI-CS0B163FBF9	0.028	0.037	0.072	0.037	0.047	0.026	0.012	0.053	0.042
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.028	0.037	0.072	0.037	0.047	0.026	0.012	0.053	0.042
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS043102EAA	1.166	1.028	1.157	1.644	0.685	0.346	0.396	0.607	0.805
ADRB1	P08588	False	ADRB1_HUMAN		CPI-CS0C2C1436F	1.166	1.028	1.157	1.644	0.685	0.346	0.396	0.607	0.805
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0AB9AD0C3	0.51	0.613	1.085	0.339	0.563	0.421	1.335	0.373	1.008
ADRA2A	P08913	False	ADA2A_HUMAN		CPI-CS0F38E0E82	0.51	0.613	1.085	0.339	0.563	0.421	1.335	0.373	1.008
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS09342A843	0.025	0.012	0.056	0.054	0.025	0.03	0.006	0.013	0.102
ADRB3	P13945	False	ADRB3_HUMAN		CPI-CS0567F5A28	0.025	0.012	0.056	0.054	0.025	0.03	0.006	0.013	0.102
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS07947C107	0.008	0.347	0.02	0.007	0.025	0.03	0.024	0.127	0.042
ADRA2B	P18089	False	ADA2B_HUMAN		CPI-CS03367AA19	0.008	0.347	0.02	0.007	0.025	0.03	0.024	0.127	0.042
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0D4E32D9D	0.161	0.037	0.328	0.231	0.186	0.094	0.11	0.513	0.254
ADRA2C	P18825	False	ADA2C_HUMAN		CPI-CS0965866AD	0.161	0.037	0.328	0.231	0.186	0.094	0.11	0.513	0.254
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0A5499A2C	1.396	0.638	0.807	1.929	1.631	0.338	0.274	0.2	0.22
ADRA1D	P25100	False	ADA1D_HUMAN		CPI-CS0AAB81D2A	1.396	0.638	0.807	1.929	1.631	0.338	0.274	0.2	0.22
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS05F96EA59	0.319	0.092	0.262	0.322	0.136	0.162	0.177	0.193	0.483
ADRA1A	P35348	False	ADA1A_HUMAN		CPI-CS092C03024	0.319	0.092	0.262	0.322	0.136	0.162	0.177	0.193	0.483
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS0D33FF37B	1.022	2.656	0.751	0.559	0.441	0.297	0.5	0.273	0.254
ADRA1B	P35368	False	ADA1B_HUMAN		CPI-CS086A43130	1.022	2.656	0.751	0.559	0.441	0.297	0.5	0.273	0.254
AVPR2	P30518	False	V2R_HUMAN		CPI-SS0FCF733EA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
AVPR1B	P47901	False	V1BR_HUMAN		CPI-SS02D4E44C7	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
IL25	Q9H293	False	IL25_HUMAN		CPI-SS0633A5251	0.003	0.003	0.0	0.003	0.004	0.0	0.006	0.0	0.025
IL25	Q9H293	False	IL25_HUMAN		CPI-CS06418F542	0.003	0.003	0.0	0.003	0.004	0.0	0.006	0.0	0.025
BDNF	P23560	False	BDNF_HUMAN		CPI-SS002522356	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0A93C11C8	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
BDNF	P23560	False	BDNF_HUMAN		CPI-SS01BCB9360	1.197	0.466	2.216	1.325	1.771	0.286	0.372	0.313	1.517
VEGFA	P15692	False	VEGFA_HUMAN		CPI-CS086E88801	1.432	1.528	1.492	1.302	1.1	0.876	1.11	0.953	1.39
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0DE0A486F	1.432	1.528	1.492	1.302	1.1	0.876	1.11	0.953	1.39
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0E00478B4	1.432	1.528	1.492	1.302	1.1	0.876	1.11	0.953	1.39
PGF	P49763	False	PLGF_HUMAN		CPI-CS0E0B6C700	0.0	0.009	0.007	0.003	0.022	0.008	0.006	0.0	0.017
PGF	P49763	False	PLGF_HUMAN		CPI-SS0855C0353	0.0	0.009	0.007	0.003	0.022	0.008	0.006	0.0	0.017
PGF	P49763	False	PLGF_HUMAN		CPI-SS0D22A09AD	0.0	0.009	0.007	0.003	0.022	0.008	0.006	0.0	0.017
PGF	P49763	False	PLGF_HUMAN		CPI-SS0E61DB5DF	0.0	0.009	0.007	0.003	0.022	0.008	0.006	0.0	0.017
VEGFB	P49765	False	VEGFB_HUMAN		CPI-CS0C0193ABB	2.95	3.245	3.177	2.688	2.401	1.842	3.567	2.48	3.5
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	2.95	3.245	3.177	2.688	2.401	1.842	3.567	2.48	3.5
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	2.95	3.245	3.177	2.688	2.401	1.842	3.567	2.48	3.5
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	2.95	3.245	3.177	2.688	2.401	1.842	3.567	2.48	3.5
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-SS08083B141	0.693	0.129	1.184	0.966	0.315	0.241	0.293	0.647	0.754
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0E5D1ECCE	0.693	0.129	1.184	0.966	0.315	0.241	0.293	0.647	0.754
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0D238C22B	0.693	0.129	1.184	0.966	0.315	0.241	0.293	0.647	0.754
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AA769F5B	0.693	0.129	1.184	0.966	0.315	0.241	0.293	0.647	0.754
SEMA3A	Q14563	False	SEM3A_HUMAN		CPI-CS0AB19226A	0.693	0.129	1.184	0.966	0.315	0.241	0.293	0.647	0.754
SEMA3F	Q13275	False	SEM3F_HUMAN		CPI-SS0F15C1AB3	0.172	0.061	0.098	0.251	0.086	0.162	0.232	0.22	0.246
SEMA3C	Q99985	False	SEM3C_HUMAN		CPI-SS0241A1F57	0.385	0.202	0.393	0.397	0.609	0.248	0.512	0.233	0.424
SEMA6A	Q9H2E6	False	SEM6A_HUMAN		CPI-CS0837F11F9	0.701	1.727	0.872	0.508	0.538	1.38	1.128	0.633	1.212
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-CS0730C30B0	0.008	0.009	0.007	0.017	0.014	0.0	0.03	0.033	0.025
DKK2	Q9UBU2	False	DKK2_HUMAN		CPI-SS04D1D0B92	0.008	0.009	0.007	0.017	0.014	0.0	0.03	0.033	0.025
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS01699C465	0.028	0.015	0.118	0.024	0.072	0.511	0.085	0.073	0.161
SOSTDC1	Q6X4U4	False	SOSD1_HUMAN		CPI-SS0AC2DA159	0.028	0.015	0.118	0.024	0.072	0.511	0.085	0.073	0.161
ALB	P02768	False	ALBU_HUMAN		CPI-CS0FC62E03D	0.014	0.012	0.023	0.007	0.011	0.019	0.012	0.027	0.017
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	9.795	8.098	15.662	10.102	8.28	4.263	6.994	5.967	11.305
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00F4DDF4B	9.795	8.098	15.662	10.102	8.28	4.263	6.994	5.967	11.305
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0593F278B	9.795	8.098	15.662	10.102	8.28	4.263	6.994	5.967	11.305
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS02EBC1BB0	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS04A5D6B6F	0.368	0.482	0.482	0.369	0.581	0.504	0.53	0.587	0.636
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0B81F1BF5	0.094	0.08	0.131	0.115	0.093	0.098	0.128	0.127	0.195
SEMA4C	Q9C0C4	False	SEM4C_HUMAN		CPI-SS0AB21032D	0.094	0.08	0.131	0.115	0.093	0.098	0.128	0.127	0.195
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS09C917D22	0.017	0.04	0.039	0.01	0.032	0.023	0.055	0.02	0.017
FLT4	P35916	False	VGFR3_HUMAN		CPI-SS0D883FFF1	0.017	0.04	0.039	0.01	0.032	0.023	0.055	0.02	0.017
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS03B8E2D7A	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0
ICOS	Q9Y6W8	False	ICOS_HUMAN		CPI-SS0E4B1484B	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS04B4619D0	0.244	0.475	0.459	0.241	0.563	0.395	0.463	0.32	0.576
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS084BE3E4B	0.244	0.475	0.459	0.241	0.563	0.395	0.463	0.32	0.576
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0F9B3B259	0.244	0.475	0.459	0.241	0.563	0.395	0.463	0.32	0.576
FAS	P25445	False	TNR6_HUMAN		CPI-SS08B7D54A3	0.039	0.071	0.052	0.058	0.072	0.053	0.061	0.027	0.034
FAS	P25445	False	TNR6_HUMAN		CPI-SS0A83A7E30	0.039	0.071	0.052	0.058	0.072	0.053	0.061	0.027	0.034
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0E7D5974D	0.053	0.028	0.049	0.058	0.061	0.053	0.037	0.047	0.119
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS07D9A48A2	0.053	0.028	0.049	0.058	0.061	0.053	0.037	0.047	0.119
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS048A2311A	0.08	0.129	0.092	0.068	0.122	0.086	0.171	0.087	0.28
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0D5C54214	0.08	0.129	0.092	0.068	0.122	0.086	0.171	0.087	0.28
RIPK1	Q13546	False	RIPK1_HUMAN		CPI-SS0DEDA3567	0.08	0.129	0.092	0.068	0.122	0.086	0.171	0.087	0.28
CELSR2	Q9HCU4	False	CELR2_HUMAN		CPI-SS034B442CE	4.078	2.853	6.462	3.834	3.312	1.519	2.75	3.293	4.254
CCKAR	P32238	False	CCKAR_HUMAN		CPI-SS0EA96C304	0.0	0.003	0.003	0.0	0.004	0.004	0.043	0.0	0.008
CCL20	P78556	False	CCL20_HUMAN		CPI-SS0F8C664D9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCL20	P78556	False	CCL20_HUMAN		CPI-SS07F015051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0FAF4BB9E	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CCBF8F8D	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CCL11	P51671	False	CCL11_HUMAN		CPI-SS08E13FAF2	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CCL11	P51671	False	CCL11_HUMAN		CPI-SS079E99652	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0DD547726	0.003	0.003	0.013	0.0	0.011	0.004	0.0	0.007	0.008
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0DBA4D668	0.64	0.613	0.685	0.739	1.047	0.462	0.427	0.393	0.475
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS07155793F	0.64	0.613	0.685	0.739	1.047	0.462	0.427	0.393	0.475
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0DCA69916	0.066	0.074	0.138	0.095	0.262	0.083	0.11	0.093	0.11
CD70	P32970	False	CD70_HUMAN		CPI-SS0AA47D179	0.006	0.0	0.003	0.0	0.007	0.008	0.0	0.007	0.008
CD70	P32970	False	CD70_HUMAN		CPI-SS0D4BF6CA3	0.006	0.0	0.003	0.0	0.007	0.008	0.0	0.007	0.008
TF	P02787	False	TRFE_HUMAN		CPI-SS0AA4D8EF3	3.748	11.291	1.744	1.783	3.946	15.711	7.933	5.433	3.076
HFE	Q30201	False	HFE_HUMAN		CPI-SS0651A6E1F	0.042	0.067	0.098	0.071	0.104	0.09	0.091	0.067	0.102
INSL3	P51460	False	INSL3_HUMAN		CPI-SS05834E385	0.03	0.021	0.039	0.041	0.054	0.011	0.061	0.013	0.051
PRL	P01236	False	PRL_HUMAN		CPI-SS026776C89	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
OGN	P20774	False	MIME_HUMAN		CPI-SS0EF0750A7	0.039	0.058	0.157	0.044	0.695	0.143	0.14	0.013	0.525
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS03D887978	0.022	0.074	0.036	0.031	0.072	0.098	0.11	0.053	0.059
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS0CB4F2FE4	0.022	0.074	0.036	0.031	0.072	0.098	0.11	0.053	0.059
ADGRV1	Q8WXG9	False	GPR98_HUMAN		CPI-SS023ABAE18	0.022	0.074	0.036	0.031	0.072	0.098	0.11	0.053	0.059
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.069	0.067	0.115	0.054	0.093	0.06	0.037	0.06	0.068
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS00F4019EA	0.019	0.015	0.03	0.02	0.032	0.019	0.012	0.013	0.025
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS0A7E3A1AF	0.019	0.015	0.03	0.02	0.032	0.019	0.012	0.013	0.025
C5AR2	Q9P296	False	C5AR2_HUMAN		CPI-SS01E4E32AC	0.019	0.015	0.03	0.02	0.032	0.019	0.012	0.013	0.025
PDGFRB	P09619	False	PGFRB_HUMAN		CPI-SS05A26A1DE	0.216	0.264	0.285	0.281	0.366	0.244	0.244	0.247	0.331
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0FEEB187C	0.532	0.709	1.02	0.464	0.685	0.639	0.768	0.733	1.415
PDGFRA	P16234	False	PGFRA_HUMAN		CPI-SS0B70EB09E	0.532	0.709	1.02	0.464	0.685	0.639	0.768	0.733	1.415
IGF1	P05019	False	IGF1_HUMAN		CPI-CS099D829B9	0.147	0.42	0.249	0.21	0.219	0.056	0.232	0.073	0.144
IL10	P22301	False	IL10_HUMAN		CPI-CS090610CD1	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL10	P22301	False	IL10_HUMAN		CPI-SS0FBFBF63E	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS020734335	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.0	0.003	0.007	0.003	0.014	0.004	0.0	0.0	0.025
CCL3	P10147	False	CCL3_HUMAN		CPI-SS04318D03E	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.0	0.0	0.0	0.014	0.0	0.0	0.006	0.0	0.0
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS073B0CE7A	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0BE8BE8E9	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL8	P80075	False	CCL8_HUMAN		CPI-SS09AFCF898	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0F8C2FA91	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0E7EDE823	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL8	P80075	False	CCL8_HUMAN		CPI-SS0DFAF1FE2	0.008	0.028	0.023	0.01	0.014	0.019	0.018	0.02	0.042
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS091B461CB	0.058	0.043	0.105	0.051	0.097	0.034	0.055	0.073	0.136
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS05B92CCC4	0.058	0.043	0.105	0.051	0.097	0.034	0.055	0.073	0.136
CCL28	Q9NRJ3	False	CCL28_HUMAN		CPI-SS064C772FE	0.058	0.043	0.105	0.051	0.097	0.034	0.055	0.073	0.136
CCL23	P55773	False	CCL23_HUMAN		CPI-SS09199F78C	0.05	0.058	0.052	0.024	0.047	0.06	0.03	0.033	0.085
CCL23	P55773	False	CCL23_HUMAN		CPI-SS0D57FCA8C	0.05	0.058	0.052	0.024	0.047	0.06	0.03	0.033	0.085
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL18	P55774	False	CCL18_HUMAN		CPI-SS03188FD02	0.008	0.006	0.003	0.0	0.004	0.0	0.0	0.0	0.008
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS0C84DF380	0.05	0.058	0.052	0.024	0.047	0.06	0.03	0.033	0.085
CCL15	Q16663	False	CCL15_HUMAN		CPI-SS006C89002	0.05	0.058	0.052	0.024	0.047	0.06	0.03	0.033	0.085
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0898D7F7F	0.03	0.025	0.046	0.034	0.043	0.026	0.03	0.013	0.042
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.03	0.025	0.046	0.034	0.043	0.026	0.03	0.013	0.042
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS01ECFDA18	0.03	0.025	0.046	0.034	0.043	0.026	0.03	0.013	0.042
IL11	P20809	False	IL11_HUMAN		CPI-CS0B41A1AAE	0.039	0.009	0.023	0.017	0.007	0.026	0.03	0.0	0.008
IL4	P05112	False	IL4_HUMAN		CPI-CS0D2432398	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL4	P05112	False	IL4_HUMAN		CPI-CS0239634F6	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTF4	P34130	False	NTF4_HUMAN		CPI-SS0BA3A1C3A	0.0	0.0	0.02	0.0	0.004	0.0	0.012	0.013	0.017
